idDrink,strDrink,strDrinkAlternate,strTags,strVideo,strCategory,strAlcoholic,strGlass,strInstructions,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strImageSource,strImageAttribution,strCreativeCommonsConfirmed,dateModified
17221,Boozy Snickers Milkshake,,,,Shake,Alcoholic,Mason jar,"Place the snickers bars in a plastic bag and roll over them with a rolling pin until crushed. Add crushed snickers pieces, ice cream, milk, caramel sauce, chocolate sauce, and chocolate liquor to a blender. Blend until shake is thick and frothy. Pour into glasses and top with chocolate liquor and whip cream.",https://www.thecocktaildb.com/images/media/drink/861tzm1504784164.jpg,Vanilla Ice-Cream,Milk,Godiva liqueur,Whipped Cream,caramel sauce,chocolate sauce,Mini-snickers bars,,,,,,,,,3 cups ,1 cup ,1/2 cup ,for topping,"4 tablespoons
","4 tablespoons
","15
",,,,,,,,,,,No,2017-09-07 12:36:04
12708,Banana Cantaloupe Smoothie,,,,Other / Unknown,Non alcoholic,Highball Glass,"Juice cantaloupe, pour juice into blender, add banana, and liquify.",https://www.thecocktaildb.com/images/media/drink/uqxqsy1468876703.jpg,Cantaloupe,Banana,,,,,,,,,,,,,,Juice of 1/2 ,1 ,,,,,,,,,,,,,,,,No,2016-07-18 22:18:23
16447,Brandon and Will's Coke Float,,,,Soft Drink,Alcoholic,Beer mug,"Scoop two large scoops of vanilla ice-cream into frosted beer mug. Next, add 2 ounces Maker's Mark. Then, pour in coke. Gently stir and enjoy.",https://www.thecocktaildb.com/images/media/drink/xspxyr1472719185.jpg,Vanilla ice-cream,Coca-Cola,Bourbon,,,,,,,,,,,,,2 scoops ,1 can ,2 oz ,,,,,,,,,,,,,,,No,2016-09-01 09:39:45
12658,Banana Strawberry Shake Daiquiri,,,,Shake,Non alcoholic,Cocktail Glass,Blend all together in a blender until smooth.,https://www.thecocktaildb.com/images/media/drink/uvypss1472720581.jpg,Strawberries,Banana,Apple juice,,,,,,,,,,,,,1/2 lb frozen ,1 frozen ,2 cups fresh ,,,,,,,,,,,,,,,No,2016-09-01 10:03:01
17185,Casino,,IBA,https://www.youtube.com/watch?v=C6v8NsaDNj8,Ordinary Drink,Alcoholic,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well. Strain into chilled cocktail glass. Garnish with a lemon twist and a maraschino cherry. Serve without a straw.,https://www.thecocktaildb.com/images/media/drink/1mvjxg1504348579.jpg,Gin,Maraschino liqueur,Lemon juice,Orange bitters,Cherry,,,,,,,,,,,2 oz ,1/4 tsp ,1/4 tsp ,2 dashes ,1 ,,,,,,,,,,,,,No,2017-09-02 11:36:19
14181,Cafe Savoy,,,,Coffee / Tea,Alcoholic,Coffee mug,"Fill mug almost to top with coffee.Add milk, triple sec and brandy. Stir.",https://www.thecocktaildb.com/images/media/drink/vqwptt1441247711.jpg,Coffee,Milk,Triple sec,Brandy,,,,,,,,,,,,,1/2 oz ,1/2 oz ,,,,,,,,,,,,,,,No,2015-09-03 03:35:11
11202,Caipirinha,,"ContemporaryClassic,IBA",,Ordinary Drink,Alcoholic,Old-fashioned glass,Place lime and sugar into old fashioned glass and muddle (mash the two ingredients together using a muddler or a wooden spoon). Fill the glass with ice and add the Cachaça.,https://www.thecocktaildb.com/images/media/drink/jgvn7p1582484435.jpg,Sugar,Lime,Cachaca,,,,,,,,,,,,,2 tsp,1 ,2 1/2 oz ,,,,,,,,,,,,,https://www.thecocktaildb.com/drink/11202-Caipirinha,TheCocktailDB.com,Yes,2016-07-21 09:42:01
14608,Cream Soda,,,,Cocktail,Alcoholic,Highball glass,Pour 1oz of Spiced Rum into a highball glass with ice. Fill with Ginger Ale.,https://www.thecocktaildb.com/images/media/drink/yqstxr1479209367.jpg,Spiced rum,Ginger ale,,,,,,,,,,,,,,1 oz ,,,,,,,,,,,,,,,,,No,2016-11-15 11:29:27
13751,Cuba Libra,,,,Ordinary Drink,Alcoholic,Highball glass,Fill tall glass with ice cubes. Add rum. Rub cut edge of lime on rim of glass then squeeze juice into glass. Fill with Coca-Cola. Garnish with lime slice. Enjoy!,https://www.thecocktaildb.com/images/media/drink/ck6d0p1504388696.jpg,Dark rum,Lime,Coca-Cola,Ice,,,,,,,,,,,,1-2 shot ,Squeeze ,Fill with ,,,,,,,,,,,,,,,No,2017-09-02 22:44:56
11239,Cherry Rum,,,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/twsuvr1441554424.jpg,Light rum,Cherry brandy,Light cream,,,,,,,,,,,,,1 1/4 oz ,1 1/2 tsp ,1 tblsp ,,,,,,,,,,,,,,,No,2015-09-06 16:47:04
11288,Cuba Libre,,"IBA,ContemporaryClassic",,Ordinary Drink,Alcoholic,Highball glass,Build all ingredients in a Collins glass filled with ice. Garnish with lime wedge.,https://www.thecocktaildb.com/images/media/drink/wmkbfj1606853905.jpg,Light rum,Lime,Coca-Cola,,,,,,,,,,,,,2 oz ,Juice of 1/2 ,,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Cuba_Libre.jpg,Martin Belam (currybet),Yes,2016-09-06 23:41:03
17830,Corn n Oil,,,,Cocktail,Alcoholic,Old-fashioned glass,"Cut the half lime in half again. Add the lime, falernum, and bitters to a rocks glass. Muddle. Add the rum. (Aged Barbados rum such as Plantation 5 Year is recommended). Add ice and stir. Float the blackstrap rum on top. Serve with a straw.",https://www.thecocktaildb.com/images/media/drink/pk6dwi1592767243.jpg,Lime,Falernum,Angostura Bitters,Añejo rum,blackstrap rum,,,,,,,,,,,1/2,1/3 oz,2 dashes,1 oz,1 oz,,,,,,,,,,,,,No,2018-06-27 15:15:09
17135,Citrus Coke,,,,Soft Drink,Alcoholic,Highball Glass,Pour half of coke in a glass. Then add Bacardi and top it off with the remaining coke. Stir and drink up!,https://www.thecocktaildb.com/images/media/drink/uyrvut1479473214.jpg,Bacardi Limon,Coca-Cola,,,,,,,,,,,,,,1 part ,2 parts ,,,,,,,,,,,,,,,,No,2016-11-18 12:46:54
11222,Casa Blanca,,,,Ordinary Drink,Alcoholic,Cocktail glass,"Shake all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/usspxq1441553762.jpg,Light rum,Triple sec,Lime juice,Maraschino liqueur,,,,,,,,,,,,2 oz ,1 1/2 tsp ,1 1/2 tsp ,1 1/2 tsp ,,,,,,,,,,,,,,No,2015-09-06 16:36:02
17186,Clover Club,,"IBA,Classic",https://www.youtube.com/watch?v=Ui7dOJkmpl4,Ordinary Drink,Alcoholic,Cocktail glass,"Dry shake ingredients to emulsify, add ice, shake and served straight up.",https://www.thecocktaildb.com/images/media/drink/t0aja61504348715.jpg,Gin,Grenadine,Lemon,Egg white,,,,,,,,,,,,1 1/2 oz ,2 tsp ,Juice of 1/2 ,1 ,,,,,,,,,,,,,,No,2017-09-02 11:38:35
13206,Caipirissima,,,,Ordinary Drink,Alcoholic,Collins Glass,Same as Caipirinha but instead of cachaca you add WHITE RUM. It's great!!!!!!!!,https://www.thecocktaildb.com/images/media/drink/yd47111503565515.jpg,Lime,Sugar,White rum,Ice,,,,,,,,,,,,2 ,2 tblsp ,2-3 oz ,crushed ,,,,,,,,,,,,,,No,2017-08-24 10:05:15
11251,City Slicker,,,,Ordinary Drink,Alcoholic,Cocktail glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.",https://www.thecocktaildb.com/images/media/drink/dazdlg1504366949.jpg,Brandy,Triple sec,Lemon juice,,,,,,,,,,,,,2 oz ,1/2 oz ,1 tblsp ,,,,,,,,,,,,,,,No,2017-09-02 16:42:29
16047,Campari Beer,,,,Beer,Alcoholic,Beer mug,Use a 15 oz glass. Add Campari first. Fill with beer.,https://www.thecocktaildb.com/images/media/drink/xsqrup1441249130.jpg,Lager,Campari,,,,,,,,,,,,,,1 bottle ,1 1/2 cl ,,,,,,,,,,,,,,,,No,2015-09-03 03:58:50
11242,Chicago Fizz,,,,Ordinary Drink,Alcoholic,Highball glass,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/qwvwqr1441207763.jpg,Light rum,Port,Lemon,Powdered sugar,Egg white,Carbonated water,,,,,,,,,,1 oz ,1 oz ,Juice of 1/2 ,1 tsp ,1 ,,,,,,,,,,,,,No,2015-09-02 16:29:23
17196,Cosmopolitan,,"IBA,ContemporaryClassic",,Cocktail,Alcoholic,Cocktail glass,Add all ingredients into cocktail shaker filled with ice. Shake well and double strain into large cocktail glass. Garnish with lime wheel.,https://www.thecocktaildb.com/images/media/drink/kpsajh1504368362.jpg,Vodka,Lime juice,Cointreau,Cranberry juice,,,,,,,,,,,,1 1/4 oz ,1/4 oz ,1/4 oz ,1/4 cup ,,,,,,,,,,,,,,No,2017-09-02 17:06:02
12800,Coffee-Vodka,,,,Homemade Liqueur,Alcoholic,Collins Glass,"Boil water and sugar until dissolved. Turn off heat. Slowly add dry instant coffee and continue stirring. Add a chopped vanilla bean to the vodka, then combine the cooled sugar syrup and coffee solution with the vodka. Cover tightly and shake vigorously each day for 3 weeks. Strain and filter. Its also best to let the sugar mixture cool completely so the vodka won't evaporate when its added. If you like a smoother feel to the liqueur you can add about 1 teaspoon of glycerine to the finished product.",https://www.thecocktaildb.com/images/media/drink/qvrrvu1472667494.jpg,Water,Sugar,Coffee,Vanilla,Vodka,Caramel coloring,,,,,,,,,,2 cups ,2 cups white ,1/2 cup instant ,1/2,1 1/2 cup,,,,,,,,,,,,,No,2016-08-31 19:18:14
11224,Casino Royale,,,,Ordinary Drink,Alcoholic,Whiskey sour glass,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a sour glass.",https://www.thecocktaildb.com/images/media/drink/3qpv121504366699.jpg,Gin,Lemon juice,Maraschino liqueur,Orange bitters,Egg yolk,,,,,,,,,,,2 oz ,1/2 oz ,1 tsp ,1 dash ,1 ,,,,,,,,,,,,,No,2017-09-02 16:38:19
17250,Corpse Reviver,,,,Cocktail,Alcoholic,Cocktail glass,"Shake, strain, straight up, cocktail glass rinsed with absinthe
",https://www.thecocktaildb.com/images/media/drink/gifgao1513704334.jpg,Gin,Triple Sec,Lillet Blanc,Lemon Juice,Absinthe,,,,,,,,,,,3/4 oz,3/4 oz,3/4 oz,3/4 oz,1 dash,,,,,,,,,,,,,No,2017-12-19 17:25:34
13328,Chocolate Milk,,,,Shot,Alcoholic,Shot Glass,"Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!",https://www.thecocktaildb.com/images/media/drink/j6q35t1504889399.jpg,Chocolate liqueur,Milk,Amaretto,,,,,,,,,,,,,1/2 shot ,1/2 shot ,1 dash ,,,,,,,,,,,,,,,No,2017-09-08 17:49:59
11255,Clove Cocktail,,,,Ordinary Drink,Alcoholic,Cocktail glass,"Stir all ingredients with ice, strain into a cocktail glass, and serve.",https://www.thecocktaildb.com/images/media/drink/qxvtst1461867579.jpg,Sweet Vermouth,Sloe gin,Wine,,,,,,,,,,,,,1 oz ,1/2 oz ,1/2 oz Muscatel ,,,,,,,,,,,,,,,No,2016-04-28 19:19:39
12798,Coffee Liqueur,,,,Homemade Liqueur,Alcoholic,Collins Glass,"Combine coffee, sugar and water. Simmer 1 hour and let cool. Add vanilla and vodka. Age in sealed jar 2 to 3 weeks.",https://www.thecocktaildb.com/images/media/drink/ryvtsu1441253851.jpg,Coffee,Vanilla extract,Sugar,Vodka,Water,,,,,,,,,,,10 tblsp instant ,4 tblsp ,2 1/2 cups ,1 qt ,2 1/2 cups ,,,,,,,,,,,,,No,2015-09-03 05:17:31
17108,Coke and Drops,,,,Soft Drink,Non alcoholic,Cocktail glass,"Take a glass, pour the Coke in the glass, then you take 7 drops of lemon juice. Granish with a lemon slice on the rim of the glass.",https://www.thecocktaildb.com/images/media/drink/yrtxxp1472719367.jpg,Coca-Cola,Lemon juice,,,,,,,,,,,,,,1 dl ,7 drops ,,,,,,,,,,,,,,,,No,2016-09-01 09:42:47
12734,Chocolate Drink,,,,Cocoa,Non alcoholic,Coffee mug,"Melt the bar in a small amount of boiling water. Add milk. Cook over low heat, whipping gently (with a whisk, i would assume) until heated well. Don't let it boil! Serve in coffee mug.",https://www.thecocktaildb.com/images/media/drink/q7w4xu1487603180.jpg,Chocolate,Milk,Water,,,,,,,,,,,,,125 gr,3/4 L ,,,,,,,,,,,,,,,,No,2017-02-20 15:06:20
12890,Cranberry Punch,,,,Punch / Party Drink,Non alcoholic,Punch Bowl,"Combine first four ingredients. Stir until sugar is dissolved, chill. Then add ginger ale just before serving. Add ice ring to keep punch cold.",https://www.thecocktaildb.com/images/media/drink/mzgaqu1504389248.jpg,Cranberry juice,Sugar,Pineapple juice,Almond flavoring,Ginger ale,,,,,,,,,,,4 cups ,1 1/2 cup ,4 cups ,1 tblsp ,2 qt ,,,,,,,,,,,,,No,2017-09-02 22:54:08
12808,Creme de Menthe,,,,Homemade Liqueur,Alcoholic,Collins Glass,Bring sugar and water to a boil and simmer for 10 minutes. Cool. Add the remaining ingredients and stir. Cover and let ripen for 1 month.,https://www.thecocktaildb.com/images/media/drink/yxswtp1441253918.jpg,Sugar,Water,Grain alcohol,Peppermint extract,Food coloring,,,,,,,,,,,8 cups ,6 cups ,1 pint ,1 oz pure ,1 tblsp green ,,,,,,,,,,,,,No,2015-09-03 05:18:38
15615,Chocolate Monkey,,,,Shake,Optional alcohol,Parfait glass,"blend liqeuors with ice-cream, milk and syrup. pour into parfait glass, top with whipped cream and garnish with banana and cherry.",https://www.thecocktaildb.com/images/media/drink/tyvpxt1468875212.jpg,Banana liqueur,Creme de Cacao,Chocolate ice-cream,Chocolate syrup,Chocolate milk,Whipped cream,Cherry,Banana,,,,,,,,1 shot ,2 shots ,2 scoops ,1 oz ,4 oz ,1 ,1 ,1 piece ,,,,,,,,,,No,2016-07-18 21:53:32
12802,Cranberry Cordial,,,,Homemade Liqueur,Alcoholic,Collins Glass,"Place the chopped cranberries in a 2 liter jar that has a tight-fitting lid. Add the sugar and rum. Adjust the lid securely and place the jar in a cool, dark place. Invert the jar and shake it every day for six weeks. Strain the cordial into bottles and seal with corks.",https://www.thecocktaildb.com/images/media/drink/qtspsx1472667392.jpg,Cranberries,Sugar,Light rum,,,,,,,,,,,,,1/2 kg chopped ,3/4 L ,1/2 L ,,,,,,,,,,,,,,,No,2016-08-31 19:16:32
12732,Chocolate Beverage,,,,Cocoa,Non alcoholic,Coffee mug,"Boil milk in the top of a deep double boiler five minutes. Remove from fire and add chocolate, mixed with the cinnamon, a little at a time, beating with molinillo or egg beater after each addition. When the chocolate is thoroughly blended, heat to the boiling point. Place over bottom of double boiler and add eggs, whipping constantly, until they are thoroughly blended and the mixture is frothing. Serve in coffee mug. Serves eight.",https://www.thecocktaildb.com/images/media/drink/jbqrhv1487603186.jpg,Milk,Chocolate,Cinnamon,Egg,,,,,,,,,,,,6 cups ,3 oz Mexican ,1 tsp powdered ,3 ,,,,,,,,,,,,,,No,2017-02-20 15:06:26
11227,Champagne Cocktail,,"IBA,ContemporaryClassic",,Ordinary Drink,Alcoholic,Champagne flute,Add dash of Angostura bitter onto sugar cube and drop it into champagne flute. Add cognac followed by gently pouring chilled champagne. Garnish with orange slice and maraschino cherry.,https://www.thecocktaildb.com/images/media/drink/t5pv461606773026.jpg,Champagne,Sugar,Bitters,Lemon peel,Cognac,,,,,,,,,,,Chilled ,1 piece ,2 dashes ,1 twist of ,1 dash,,,,,,,,,,,https://pixabay.com/de/photos/champagner-cocktail-french-75-5374793/,robert84ak https://pixabay.com/de/users/robert84ak-16722616/,Yes,2017-09-02 16:40:11
11205,California Lemonade,,,,Ordinary Drink,Alcoholic,Collins glass,Shake all ingredients (except carbonated water) with ice and strain into a collins glass over shaved ice. Fill with carbonated water and stir. Decorate with slices of orange and lemon. Add the cherry and serve with a straw.,https://www.thecocktaildb.com/images/media/drink/q5z4841582484168.jpg,Blended whiskey,Lemon,Lime,Powdered sugar,Grenadine,Carbonated water,,,,,,,,,,2 oz ,Juice of 1 ,Juice of 1 ,1 tblsp,1/4 tsp,,,,,,,,,,,,,Yes,2016-08-28 18:47:04
14282,California Root Beer,,,,Soft Drink,Alcoholic,Highball glass,Put Kahlua and Galliano in highball glass fill with soda,https://www.thecocktaildb.com/images/media/drink/rsxuyr1472719526.jpg,Kahlua,Galliano,Soda water,,,,,,,,,,,,,3/4 oz ,3/4 oz ,Fill with ,,,,,,,,,,,,,,,No,2016-09-01 09:45:26
178329,Captain Kidd's Punch,,,,Cocktail,Alcoholic,Collins glass,Mix all ingredients together in a shaker and strain into a collins glass. Use Caribbean dark Rum for a sweeter taste.,https://www.thecocktaildb.com/images/media/drink/d83spj1596017390.jpg,Rum,Lime Juice,Egg White,Bitters,Sugar,Nutmeg,,,,,,,,,,2 shots,1 shot,1 shot,1 dash,Ground,Top,,,,,,,,,,,,Yes,
14133,Cosmopolitan Martini,,,,Cocktail,Alcoholic,Cocktail Glass,"Pour all ingredients in mixing glass half filled with ice, shake and strain into chilled Martini glass.",https://www.thecocktaildb.com/images/media/drink/upxxpq1439907580.jpg,Cointreau,Vodka,Lime,Cranberry juice,,,,,,,,,,,,1/2 oz ,1 oz ,Juice of 1/2 ,1 splash ,,,,,,,,,,,,,,No,2015-08-18 15:19:40
17065,Caribbean Boilermaker,,,,Beer,Alcoholic,Beer pilsner,Pour the Corona into an 18oz beer glass pour the rum into the beer.,https://www.thecocktaildb.com/images/media/drink/svsxsv1454511666.jpg,Corona,Light rum,,,,,,,,,,,,,,1 bottle ,1 shot ,,,,,,,,,,,,,,,,No,2016-02-03 15:01:06
11145,Classic Old-Fashioned,,,,Ordinary Drink,Alcoholic,Old-fashioned glass,"In an old-fashioned glass, muddle the bitters and water into the sugar cube, using the back of a teaspoon. Almost fill the glass with ice cubes and add the bourbon. Garnish with the orange slice and the cherry. Serve with a swizzle stick.",https://www.thecocktaildb.com/images/media/drink/w8cxqv1582485254.jpg,Bitters,Water,Sugar,Bourbon,Orange,Maraschino cherry,,,,,,,,,,3 dashes ,1 tsp ,1 ,3 oz ,1 ,1 ,,,,,,,,,,,,Yes,2017-09-02 16:29:33
11243,Chocolate Black Russian,,,,Ordinary Drink,Alcoholic,Champagne flute,Combine all ingredients in an electric blender and blend at a low speed for a short length of time. Pour into a chilled champagne flute and serve.,https://www.thecocktaildb.com/images/media/drink/yyvywx1472720879.jpg,Kahlua,Vodka,Chocolate ice-cream,,,,,,,,,,,,,1 oz ,1/2 oz ,5 oz ,,,,,,,,,,,,,,,No,2016-09-01 10:07:59
178369,Cocktail Horse’s Neck,,,,Cocktail,Alcoholic,Highball glass,"Wash and brush an organic, untreated lemon, then cut a spiral of lemon peel, using a citrus peel. If it is too large, cut it with a sharp knife.

Put some ice in a tall tumbler glass, place the lemon peel inside and pour the cognac, add the ginger beer and let 2-3 drops of Angostura fall into it. Easy to do, but once you try it you'll love it.",https://www.thecocktaildb.com/images/media/drink/4vobt21643844913.jpg,Cognac,Ginger Beer,Angostura Bitters,Lemon Peel,,,,,,,,,,,,4 cl,100 ml,3 drops,1,,,,,,,,,,,,https://upload.wikimedia.org/wikipedia/commons/0/0f/Horses_Neck.JPG,,No,
12796,Caribbean Orange Liqueur,,,,Homemade Liqueur,Alcoholic,Collins Glass,"Pare very thinly the bright-colored rind from the oranges (no white). Blot the peel on paper towels to remove any excess oil. Put peel in a 4 cup screw-top jar. Add 2 cups vodka. Close jar. Store in a cool, dark place for 2 days or until the vodka has absorbed the flavor. Remove peel and add remaining vodka. Close jar and add remaining cup of vodka. Close the jar and store in a cool dark place at least 1 month to age.",https://www.thecocktaildb.com/images/media/drink/qwxuwy1472667570.jpg,Orange,Vodka,Sugar,,,,,,,,,,,,,3 large ,3 cups ,1 1/3 cup superfine ,,,,,,,,,,,,,,,No,2016-08-31 19:19:30
12730,Castillian Hot Chocolate,,,,Cocoa,Non alcoholic,Coffee mug,"Shift the cocoa and sugar together into a medium-sized saucepan. Dissolve the cornstarch in the water, and stir into the cocoa and sugar until it is a smooth paste. Begin heating the mixture, stirring it with a whisk, and gradually pour in the milk. Continue stirring with the whisk as you bring the liquid to a simmer. Allow the chocolate to simmer for about 10 minutes, stirring often, until it is thick, glossy and completely smooth. Serve steaming hot in coffee mug. Serves six.",https://www.thecocktaildb.com/images/media/drink/3nbu4a1487603196.jpg,Cocoa powder,Sugar,Cornstarch,Water,Milk,,,,,,,,,,,1/2 cup ,1 cup ,7 tsp ,1/2 cup ,1 qt ,,,,,,,,,,,,,No,2017-02-20 15:06:36
17174,Cherry Electric Lemonade,,,,Cocktail,Alcoholic,Pint glass,Now stir vigorously and then pour over a large cup of ice. Now drink it with a straw and stir occasionally.,https://www.thecocktaildb.com/images/media/drink/tquyyt1451299548.jpg,Gin,Tequila,Vodka,White rum,Triple Sec,Cherry Grenadine,Sweet and sour,Club soda,,,,,,,,1 oz,1 oz,1 oz,1 oz,1 oz,1 oz,1 oz,3 oz,,,,,,,,,,Yes,2015-12-28 10:45:48
17187,Derby,,"Classic,IBA",https://www.youtube.com/watch?v=bYQTTokGkFI,Ordinary Drink,Alcoholic,Cocktail glass,Pour all ingredients into a mixing glass with ice. Stir. Strain into a cocktail glass. Garnish with a sprig of fresh mint in the drink.,https://www.thecocktaildb.com/images/media/drink/52weey1606772672.jpg,gin,Peach Bitters,Mint,,,,,,,,,,,,,6 cl,2 dashes,2 Fresh leaves,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:IBA_Cocktail_Derby_(28968231993).jpg,Michael Styne https://www.flickr.com/photos/mstyne/28968231993/,No,2017-09-02 11:45:56
13128,Diesel,,,,Beer,Alcoholic,Pint glass,Pour the lager first then add the blackcurrant cordial. Top up with the cider. The colour sholud be very dark approaching the colour of Guiness.,https://www.thecocktaildb.com/images/media/drink/sxrrqq1454512852.jpg,Lager,Cider,Blackcurrant cordial,,,,,,,,,,,,,1/2 pint ,1/2 pint ,1 dash ,,,,,,,,,,,,,,,No,2016-02-03 15:20:52
11006,Daiquiri,,"IBA,Classic,Beach",,Ordinary Drink,Alcoholic,Cocktail glass,Pour all ingredients into shaker with ice cubes. Shake well. Strain in chilled cocktail glass.,https://www.thecocktaildb.com/images/media/drink/mrz9091589574515.jpg,Light rum,Lime,Powdered sugar,,,,,,,,,,,,,1 1/2 oz ,Juice of 1/2 ,1 tsp ,,,,,,,,,,,,,https://commons.wikimedia.org/wiki/File:Classic_Daiquiri_in_Cocktail_Glass.jpg,Will Shenton,Yes,2015-08-18 15:06:37
15409,Danbooka,,,,Coffee / Tea,Alcoholic,Coffee Mug,pour it in and mix it.,https://www.thecocktaildb.com/images/media/drink/vurrxr1441246074.jpg,Coffee,Everclear,,,,,,,,,,,,,,3 parts ,1 part ,,,,,,,,,,,,,,,,No,2015-09-03 03:07:55
16991,Downshift,,,,Punch / Party Drink,Alcoholic,Hurricane glass,"Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional.",https://www.thecocktaildb.com/images/media/drink/y36z8c1503563911.jpg,Fruit punch,Sprite,Tequila,151 proof rum,,,,,,,,,,,,2 part ,1 part ,2 shots ,Float Bacardi ,,,,,,,,,,,,,,No,2017-08-24 09:38:31
11320,Dragonfly,,,,Ordinary Drink,Alcoholic,Highball glass,"In a highball glass almost filled with ice cubes, combine the gin and ginger ale. Stir well. Garnish with the lime wedge.",https://www.thecocktaildb.com/images/media/drink/uc63bh1582483589.jpg,Gin,Ginger ale,Lime,,,,,,,,,,,,,1 1/2 oz ,4 oz ,1 ,,,,,,,,,,,,,,,Yes,2017-09-02 22:51:40
11005,Dry Martini,,"IBA,Classic,Christmas,Alcoholic",,Cocktail,Alcoholic,Cocktail glass,"Straight: Pour all ingredients into mixing glass with ice cubes. Stir well. Strain in chilled martini cocktail glass. Squeeze oil from lemon peel onto the drink, or garnish with olive.",https://www.thecocktaildb.com/images/media/drink/6ck9yi1589574317.jpg,Gin,Dry Vermouth,Olive,,,,,,,,,,,,,1 2/3 oz ,1/3 oz ,1 ,,,,,,,,,,,,,https://www.thecocktaildb.com/drink/11005,TheCocktailDB.com,Yes,2017-09-02 12:51:35
11324,Dry Rob Roy,,,,Ordinary Drink,Alcoholic,Cocktail glass,"In a mixing glass half-filled with ice cubes, combine the Scotch and vermouth. Stir well. Strain into a cocktail glass. Garnish with the lemon twist.",https://www.thecocktaildb.com/images/media/drink/typuyq1439456976.jpg,Scotch,Dry Vermouth,Lemon peel,,,,,,,,,,,,,2 1/2 oz ,1 1/2 tsp ,1 twist of ,,,,,,,,,,,,,,,No,
14466,Dirty Nipple,,,,Shot,Alcoholic,Shot glass,This is a layered shot - the Bailey's must be on top,https://www.thecocktaildb.com/images/media/drink/vtyqrt1461866508.jpg,Kahlua,Sambuca,Baileys irish cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,2016-04-28 19:01:49
17181,Dirty Martini,,"IBA,NewEra",,Cocktail,Alcoholic,Cocktail glass,"Pour the vodka, dry vermouth and olive brine into a cocktail shaker with a handful of ice and shake well.
Rub the rim of a martini glass with the wedge of lemon.
Strain the contents of the cocktail shaker into the glass and add the olive.
A dirty Martini contains a splash of olive brine or olive juice and is typically garnished with an olive.",https://www.thecocktaildb.com/images/media/drink/vcyvpq1485083300.jpg,Vodka,Dry Vermouth,Olive Brine,Lemon,Olive,,,,,,,,,,,70ml/2fl oz,1 tbsp,2 tbsp,1 wedge,1,,,,,,,,,,,,,No,2017-01-22 11:08:20
14482,Darkwood Sling,,,,Soft Drink,Alcoholic,Cocktail glass,"There are many good cherry liqueurs you can use, but I prefere Heering. Add one share of the liqueur. Then you add one share of Soda. For a sour sling use Tonic (most people prefer the drink without Tonic). Afterwards you fill the glass with Orange Juice and ice cubes.",https://www.thecocktaildb.com/images/media/drink/sxxsyq1472719303.jpg,Cherry Heering,Soda water,Orange juice,Ice,,,,,,,,,,,,1 part ,1 part ,1 part ,cubes,,,,,,,,,,,,,,No,2016-09-01 09:41:43
17211,Dark and Stormy,,"IBA,NewEra",,Ordinary Drink,Alcoholic,Highball glass,In a highball glass filled with ice add 6cl dark rum and top with ginger beer. Garnish with lime wedge.,https://www.thecocktaildb.com/images/media/drink/t1tn0s1504374905.jpg,Dark Rum,Ginger Beer,,,,,,,,,,,,,,5 cl,10 cl,,,,,,,,,,,,,,,,No,2017-09-02 18:55:05
17177,Dark Caipirinha,,,,Cocktail,Alcoholic,Highball glass,"Muddle the sugar into the lime wedges in an old-fashioned glass.
Fill the glass with ice cubes.
Pour the cachaca into the glass.
Stir well.",https://www.thecocktaildb.com/images/media/drink/uwstrx1472406058.jpg,demerara Sugar,Lime,Cachaca,,,,,,,,,,,,,2 tsp ,1,2 1/2 oz,,,,,,,,,,,,,,,Yes,2016-08-28 18:40:58
17182,Duchamp's Punch,,,,Cocktail,Alcoholic,Old-fashioned glass,"Shake all ingredients.
Double strain in a chilled double old fashioned glass with abig ice cube.
Garnish with a couple of lavender sprigs",https://www.thecocktaildb.com/images/media/drink/g51naw1485084685.jpg,Pisco,Lime Juice,Pineapple Syrup,St. Germain,Angostura Bitters,Pepper,Lavender,,,,,,,,,5 cl,2.5 cl,2.5 cl,1.5 cl,2 Dashes,Pinch,2 sprigs,,,,,,,,,,,No,2017-01-22 11:31:25
